dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,baseline_after_params,baseline_rank_gap,baseline_rendered,probe_mode,probe_max_passes,probe_inner_limit,probe_match_limit,probe_ban_length,probe_scheduler,probe_status,probe_runtime_ms,probe_peak_rss_mb,probe_passes,probe_total_size,probe_after_params,probe_rank_gap,probe_after_nodes,probe_rendered,probe_error,param_delta,rank_gap_delta,improved,reached_rank
kotanchek,195,SRjl,16,original,PySR,(x1 + 0.6193677368705359 * x0) / (exp(x0 * x0) - x1 + (exp(x1) + 2.853886507925958)) * (x1 * ((x1 + (0.05317370141890812 / 1.1778919118254807 - 0.2923135815181234)) / (exp(x1) + 1.6282363698705866 - (x0 + x1) + exp(0.5154765131661209)) * (x1 + x1)) + x0),7.0,40.0,4.0,5.0,1.0,(x1 + 0.6193677368705359 * x0) / (exp(x0 * x0) - x1 + (exp(x1) + 2.853886507925958)) * (x1 * ((x1 + -0.24717047383135762) / (exp(x1) + 1.6282363698705866 - (x0 + x1) + 1.6744362026213413) * (x1 + x1)) + x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,58.27383298310451,111.078125,2.0,139.0,5.0,1.0,40.0,(x1 + 0.6193677368705359 * x0) / (exp(x0 * x0) - x1 + (exp(x1) + 2.853886507925958)) * (x1 * ((x1 + -0.24717047383135762) / (exp(x1) + 1.6282363698705866 - (x0 + x1) + 1.6744362026213413) * (x1 + x1)) + x0),na,0.0,0.0,False,False
pagie,39,EPLEX,10,sympy,EPLEX,-1.0 * (0.843881856540084 * x1 ** 2.0 + 1.0) ** 4.0 * log(abs(-0.414)) ** 2.0 / (x1 ** 2.0 * (0.843881856540084 * x1 ** 2.0 + 1.0) ** 2.0 + 0.938527657604728) ** 2.0 + 1.959 - 0.956299040316772 / (0.441891294741494 * x0 ** 4.0 + 1.0) ** 2.0,7.0,49.0,6.0,7.0,1.0,-0.7777287465499836 * (0.843881856540084 * x1 ** 2.0 + 1.0) ** 4.0 / (x1 ** 2.0 * (0.843881856540084 * x1 ** 2.0 + 1.0) ** 2.0 + 0.938527657604728) ** 2.0 + 1.959 - 4.897368999999993 / (x0 ** 4.0 + 2.2629999999999977) ** 2.0,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,58.88954200781882,111.859375,2.0,72.0,7.0,1.0,41.0,-0.7777287465499836 * (0.843881856540084 * x1 ** 2.0 + 1.0) ** 4.0 / (x1 ** 2.0 * (0.843881856540084 * x1 ** 2.0 + 1.0) ** 2.0 + 0.938527657604728) ** 2.0 + 1.959 - 4.897368999999993 / (x0 ** 4.0 + 2.2629999999999977) ** 2.0,na,0.0,0.0,False,False
pagie,28,Bingo,28,sympy,Bingo,17.519637627145645 - 3.529837319764648 * log(-3.139766204630333 * log(x0 * x1) / (x0 * x1) - 43.04745575625259 / (x0 * x1)) / log(-3.3162197817782353 * log(x0 * x1) / (log(x0 * x1) + 13.71040165117035) + 30.73693812541886 / (log(x0 * x1) + 13.71040165117035)),8.0,15.0,2.0,7.0,5.0,17.519637627145645 - 3.529837319764648 * log((log(x0 * x1) - -13.710401651170352) * (-3.139766204630333 / (x0 * x1))) / log((-3.3162197817782353 * log(x0 * x1) + 30.73693812541886) / (log(x0 * x1) + 13.71040165117035)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,68.5952499625273,111.3125,3.0,72.0,7.0,5.0,34.0,17.519637627145645 + log(-3.139766204630333 * ((log(x0 * x1) + 13.710401651170352) / (x0 * x1))) * (-3.529837319764648 / log((-3.3162197817782353 * log(x0 * x1) + 30.73693812541886) / (log(x0 * x1) + 13.71040165117035))),na,0.0,0.0,False,False
kotanchek,98,GOMEA,9,original,GP-GOMEA,-0.047292 - 0.010811 * (exp(0.555 * x0 * (1.761 - x0)) * ((-7.097 - x1) * (x1 + 4.18) + (-0.289 + 14.81 + exp(x1)))),8.0,25.0,6.0,7.0,1.0,-0.047292 - 0.010811 * (exp(0.555 * x0 * (1.761 - x0)) * ((-7.097 - x1) * (x1 + 4.18) + (14.521 + exp(x1)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,52.205415995558724,111.203125,2.0,93.0,7.0,1.0,25.0,-0.047292 - 0.010811 * (exp(0.555 * x0 * (1.761 - x0)) * ((-7.097 - x1) * (x1 + 4.18) + (14.521 + exp(x1)))),na,0.0,0.0,False,False
kotanchek,24,Bingo,24,original,Bingo,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0)),8.0,28.0,5.0,8.0,3.0,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,54.005084006348625,111.96875,1.0,328.0,8.0,3.0,40.0,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0)),na,0.0,0.0,False,False
pagie,154,SBP,5,original,SBP,0.018176 + 0.001712 * ((-8.935 * x0 + 18.954) * (x0 * (x0 - 5.12) * (x0 - 4.881)) + x1 - x1 * 18.328 * (x1 - 4.881)),8.0,31.0,7.0,8.0,1.0,0.018176 + 0.001712 * ((-8.935 * x0 + 18.954) * (x0 * (x0 + -5.12) * (x0 + -4.881)) + x1 + -18.328 * ((x1 + -4.881) * x1)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,84532.28787501575,920.875,3.0,220.0,7.0,0.0,25.0,0.018176 + -0.031377536 * ((x0 + -2.1213206491326244) * ((x0 + -4.881) * (x0 + -5.12)) * (x0 / 2.051259093452714) + x1 * (x1 + -4.935561326931471)),na,1.0,1.0,True,True
kotanchek,197,SRjl,18,sympy,PySR,0.1739531651728047 * x1 ** 4.0 * (0.344770021811265 * x0 + 3.098155060756938) * (x0 + 0.9808871412991315) * exp(-1.726358623794925 * x1 - 0.8631793118974627 * (x0 - 1.2172800892692854) * (x0 - 0.03948916953537872)),8.0,32.0,6.0,7.0,1.0,0.059973836550766456 * (x1 ** 4.0 * (x0 + 8.986149794812901)) * (x0 + 0.9808871412991315) * exp(-1.726358623794925 * x1 + -0.8631793118974627 * ((x0 + -0.03948916953537872) * (x0 + -1.2172800892692854))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,118.4319989697542,115.1875,2.0,322.0,7.0,1.0,28.0,0.059973836550766456 * (x1 ** 4.0 * (x0 + 8.986149794812901)) * (x0 + 0.9808871412991315) * exp(-1.726358623794925 * x1 + -0.8631793118974627 * ((x0 + -0.03948916953537872) * (x0 + -1.2172800892692854))),na,0.0,0.0,False,False
kotanchek,24,Bingo,24,sympy,Bingo,(0.13720269441638683 * (x0 ** 2.0 + x0) * (x1 + 2.4024045089083383) - 0.012790360845057828) / (x0 ** 2.0 + 0.32506758388128154 * exp(x0 ** 2.0) + 1.5068813313136211) + 0.006514843839523813 + 0.22159999840345782 * exp(-0.32506758388128154 * exp(x0 ** 2.0)),8.0,33.0,5.0,8.0,3.0,0.4220743661308747 * ((x1 + 2.4024045089083383) * (x0 ** 2.0 + x0) + -0.09322237365281807) / (exp(x0 ** 2.0) + x0 ** 2.0 / 0.32506758388128154 + 4.635593968865107) + 0.006514843839523813 + 0.22159999840345782 * exp(-0.32506758388128154 * exp(x0 ** 2.0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,150841.86541699455,530.15625,2.0,423.0,8.0,3.0,38.0,0.4220743661308747 * ((x1 + 2.4024045089083383) * (x0 ** 2.0 + x0) + -0.09322237365281807) / (exp(x0 ** 2.0) + x0 ** 2.0 / 0.32506758388128154 + 4.635593968865107) + 0.006514843839523813 + 0.22159999840345782 * exp(-0.32506758388128154 * exp(x0 ** 2.0)),na,0.0,0.0,False,False
pagie,159,SBP,10,sympy,SBP,(-0.001732 * x0 * (0.000627353738614736 * (x0 - 1.883) * (386780.368892305 * x0 + 128926.789630768 * x1) - 20.41 * exp(x0)) + (0.001732 * x1 + 0.154306) * exp(x0)) * exp(-1.0 * x0),8.0,38.0,5.0,6.0,1.0,(0.03535012 * x0 * (exp(x0) + -11.888687430052634 * ((x0 + -1.883) * (x0 + 0.3333333333333325 * x1))) + 0.001732 * (x1 + 89.09122401847574) * exp(x0)) * exp(-1.0 * x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,65155.993874999695,1118.0625,2.0,323375.0,6.0,1.0,32.0,(0.03535012 * x0 * (exp(x0) + -11.888687430052634 * ((x0 + -1.883) * (x0 + 0.3333333333333325 * x1))) + 0.001732 * (x1 + 89.09122401847574) * exp(x0)) * exp(-1.0 * x0),na,0.0,0.0,False,False
pagie,172,SBP,22,sympy,SBP,0.02889 * x0 ** 3.0 - 0.18081288 * x0 ** 2.0 + 0.18081288 * x0 + 0.14418036 * x1 - 0.00963 * exp(x1) + 0.179028 - 0.00963 * exp(-15.767 * x0),8.0,40.0,4.0,5.0,1.0,-0.00963 * (exp(-15.767 * x0) + (-3.0 * x0 ** 3.0 + (exp(x1) + -18.776000000000003 * (x0 - x0 ** 2.0)))) - (-0.179028 - 0.14418036 * x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,63350.10616699583,1509.171875,2.0,368935.0,5.0,1.0,29.0,-0.00963 * (exp(-15.767 * x0) + -18.590654205607475 + (-14.972000000000001 * x1 + (-3.0 * x0 ** 3.0 + (exp(x1) + -18.776000000000003 * (x0 - x0 ** 2.0))))),na,0.0,0.0,False,False
pagie,151,SBP,2,sympy,SBP,-0.018385 * x0 ** 2.0 - 0.018385 * x0 * x1 - 0.018385 * x1 ** 3.0 + 0.07247367 * x1 ** 2.0 + 0.05508969648 * x1 + 0.166642 - 0.018385 * exp(-13.828 * x0),8.0,40.0,2.0,5.0,3.0,-0.018385 * (exp(-13.828 * x0) + (x1 * (-2.996448 + x0) + x0 ** 2.0) + x1 ** 3.0) + 0.166642 + 0.07247367 * x1 ** 2.0,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,23667.9949160025,1064.28125,2.0,639.0,5.0,3.0,28.0,-0.018385 * (exp(-13.828 * x0) + (-9.064019581180311 + (x1 ** 3.0 + x1 ** 2.0 / -0.2536783358701167 + (x1 * (-2.996448 + x0) + x0 ** 2.0)))),na,0.0,0.0,False,False
kotanchek,193,SRjl,14,original,PySR,exp(-0.7318040896636137 - x0 * x0 + (x0 + x0 - x1)) * ((x1 - -0.039858290344846364) / 0.9598793817164541 * x1 - exp(0.13235515895495698 - x0 + (x0 + 0.09098361423696229 - x1) * x1) * (x1 * (x1 / 0.9039712460608937) - 0.16031841194029647 / 0.9446831697758643)),8.0,41.0,5.0,7.0,2.0,exp(-0.7318040896636137 - x0 * x0 + (x0 + x0 - x1)) * ((x1 + 0.039858290344846364) / 0.9598793817164541 * x1 - exp(0.13235515895495698 - x0 + (x0 + 0.09098361423696229 - x1) * x1) * (x1 * (x1 / 0.9039712460608937) + -0.1697060105117927)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,54.8688750131987,111.234375,2.0,69.0,7.0,2.0,41.0,exp(-0.7318040896636137 - x0 * x0 + (x0 + x0 - x1)) * ((x1 + 0.039858290344846364) / 0.9598793817164541 * x1 - exp(0.13235515895495698 - x0 + (x0 + 0.09098361423696229 - x1) * x1) * (x1 * (x1 / 0.9039712460608937) + -0.1697060105117927)),na,0.0,0.0,False,False
pagie,120,Operon,1,sympy,Operon,0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0),8.0,46.0,7.0,8.0,1.0,0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,59104.386999999406,1241.015625,1.0,550321.0,8.0,1.0,38.0,0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0),na,0.0,0.0,False,False
pagie,197,SRjl,18,original,PySR,1.6165753448802653 - (exp(1.758436573691409 - (x0 * x0 - x0 + x0) * 0.761578950826381) - -0.05546144663419194 * (x1 * x1) + exp(0.8366837949675797) / exp(x1 * x1) - -1.8924009776034219 / exp(x1 * x1) - log(x1 * x1 - -0.9893514112972329)) * 0.181649894795292,8.0,47.0,7.0,8.0,1.0,0.181649894795292 * (8.899401492646302 - (exp(-0.761578950826381 * (x0 * x0 - x0 + x0 + -2.308935366167025)) - -0.05546144663419194 * (x1 * x1)) - 2.308698151681927 / exp(x1 * x1) + -1.8924009776034219 / exp(x1 * x1) + log(x1 * x1 - -0.9893514112972329)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,66970.49795801286,1735.296875,2.0,123.0,7.0,0.0,36.0,0.181649894795292 * (-4.201099129285349 / exp(x1 * x1) - 0.05546144663419194 * (x1 * x1) + log(x1 * x1 - -0.9893514112972329) - exp(-0.761578950826381 * (x0 * x0 - x0 + x0 + -2.308935366167025)) - -8.899401492646302),na,1.0,1.0,True,True
pagie,55,EPLEX,26,original,EPLEX,log(abs(log(abs(-0.876)))) / log(abs(exp(log(abs(0.607)) - (exp(log(abs(-0.826)) - exp(-0.896 - exp(((-0.697 - -1.0 * 0.118 ** 3.0) ** 3.0 - log(abs(-1.123))) ** 3.0 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(log(abs(0.559)) * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),8.0,56.0,5.0,6.0,1.0,-2.0220093000996027 / log(abs((0.607 / exp(((0.826 / exp(0.4081991952779227 / exp((0.9116651497153382 / abs(x0 ** 2.0)) ** 2.0))) ** 2.0 * exp(exp(-0.5816058058270378 * abs(x1 ** 2.0)))) ** 3.0)) ** 2.0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,53.061707993038,110.640625,2.0,44.0,6.0,1.0,36.0,-2.0220093000996027 / log(abs((0.607 / exp(((0.826 / exp(0.4081991952779227 / exp((0.9116651497153382 / abs(x0 ** 2.0)) ** 2.0))) ** 2.0 * exp(exp(-0.5816058058270378 * abs(x1 ** 2.0)))) ** 3.0)) ** 2.0)),na,0.0,0.0,False,False
pagie,46,EPLEX,17,sympy,EPLEX,exp((-0.304612761792 * x1 ** 2.0 - 0.391574063671503) / x1 ** 4.0) + exp(0.822136671474921 * (0.128164 * x0 ** 2.0 - 0.878) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),8.0,57.0,6.0,7.0,1.0,exp((-0.304612761792 * x1 ** 2.0 + -0.391574063671503) / x1 ** 4.0) + exp(0.10536832436291177 * (x0 ** 2.0 + -6.850597671733092) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,75.66908301669173,111.8125,2.0,116.0,7.0,1.0,53.0,exp((x1 ** 2.0 + 1.2854814793967273) * (-0.304612761792 / x1 ** 4.0)) + exp(0.10536832436291177 * (x0 ** 2.0 + -6.850597671733092) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),na,0.0,0.0,False,False
pagie,44,EPLEX,15,sympy,EPLEX,-0.786769 + 1.26138411854031 / (0.39714058776807 * log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 - 0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 1.0) ** 2.0,8.0,59.0,7.0,8.0,1.0,-0.786769 + 7.99758399999997 / (log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 + -0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 2.5179999999999993) ** 2.0,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,70.37520798621699,111.4375,2.0,111.0,8.0,1.0,57.0,-0.786769 + 7.99758399999997 / (log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 + -0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 2.5179999999999993) ** 2.0,na,0.0,0.0,False,False
kotanchek,38,EPLEX,9,sympy,EPLEX,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp(-1.0 * (x0 * exp(x1) + 1.21652690533432) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1)))),8.0,60.0,7.0,8.0,1.0,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp((-1.21652690533432 - x0 * exp(x1)) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,1544.7997499722987,181.296875,2.0,14459.0,8.0,1.0,58.0,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp((-1.21652690533432 - x0 * exp(x1)) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1)))),na,0.0,0.0,False,False
kotanchek,40,EPLEX,11,sympy,EPLEX,(407.670818757734 * x0 ** 6.0 + 0.298794270781101 * x1 * exp(5.0 * x0)) * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) - 5.0)) / (0.517344280377334 * x1 * exp(4.85453828157037 * x0 * x1 * exp(-1.0 * x0)) + 0.647 * exp(2.0 * x0) + 1.494 * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + 1.0))),8.0,67.0,5.0,7.0,2.0,272.8720339743869 * (x0 ** 6.0 + exp(5.0 * x0) * (x1 * 0.0007329302393818505)) * exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + -5.0)) / (exp(x0 * (4.85453828157037 * x1 * exp(-1.0 * x0) + 1.0)) + (exp(2.0 * x0) + exp(4.85453828157037 * x0 * x1 * exp(-1.0 * x0)) * (x1 * 0.7996047610159722)) / 2.3091190108191655),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,1716.78125,na,na,na,na,na,na,timeout,na,na,False,False
kotanchek,13,Bingo,13,original,Bingo,(69920813446.957 + 3837.522818140268 * ((-6411.945978052463 + 5614.613323813786 * x0) * (-6411.945978052463 + 5614.613323813786 * x0))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),9.0,24.0,5.0,7.0,2.0,(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,1213.5701250226703,151.765625,2.0,10603.0,7.0,2.0,23.0,(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),na,0.0,0.0,False,False
pagie,203,SRjl,24,original,PySR,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0 + 0.07429085443356889) / exp(0.07429085443356889 * 0.020641932342605206),9.0,28.0,6.0,7.0,1.0,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0) * 1.0754695400311116,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,74.1602499911096,111.15625,2.0,109.0,7.0,1.0,24.0,-2.792238560484319 / (-2.844338639118127 - exp(log(x1 * (x1 * 0.5177208162997813)) * -1.8741636407391655)) + 1.021967424871605 - exp(x0 * -0.7734843695524414 * x0) * 1.0754695400311116,na,0.0,0.0,False,False
kotanchek,205,SRjl,26,sympy,PySR,(0.027403656354302808 * x1 - 0.12069990779928053) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp(-1.0 * (x0 - 1.1883794736981237) * (x0 - 0.8765025611709572)),9.0,35.0,7.0,9.0,2.0,0.027403656354302808 * (x1 - 4.404518369328067) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,224161.62412500125,1053.4375,2.0,369084.0,8.0,1.0,31.0,0.01220774123327107 * (x1 * (x0 - 6.367355103474011 * x1 + 0.24329341604006458 * exp(x1) + 0.2978295968666687) - 2.545999173332026) * (x1 - 4.404518369328067) * exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572)),na,1.0,1.0,True,False
kotanchek,184,SRjl,5,original,PySR,exp((-1.5650412257786985 - x1 - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * (exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629) / 2.725807745015068) * ((x0 * (x1 - -0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)),9.0,41.0,7.0,8.0,1.0,exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629 + (-1.5650412257786985 - x1 - x1)) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * ((x0 * (x1 + 0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,192.03999897581525,117.953125,3.0,474.0,8.0,1.0,38.0,exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629 + (-1.5650412257786985 - x1 - x1)) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * ((x0 * (x1 + 0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1),na,0.0,0.0,False,False
kotanchek,201,SRjl,22,original,PySR,((x0 * x0 - -0.4184240074286722) * 1.3494588771755316 * x0 - -0.332202367119374) * (x1 + x1 + ((exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0) * (-0.10210136673593478 * 1.0369436744891594) / 0.8313615517472167 - -0.3066975504454587)) * 0.21929540418100335 / exp(x0 * x0),9.0,42.0,5.0,6.0,1.0,-0.03768651437331991 / exp(x0 * x0) * (x0 * (x0 * x0 - -0.4184240074286722) - -0.2461745020453577) * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 + (x1 + x1 - -0.3066975504454587) / -0.12734936583369594),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,175.94920902047306,118.3125,2.0,104.0,6.0,1.0,38.0,-0.03768651437331991 / exp(x0 * x0) * (x0 * (x0 * x0 - -0.4184240074286722) - -0.2461745020453577) * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 + (x1 + x1 - -0.3066975504454587) / -0.12734936583369594),na,0.0,0.0,False,False
pagie,20,Bingo,20,original,Bingo,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(-61.64925975453745 * (-9.235869766393078 * (x0 * x1) + -1.0 * (-9.235869766393078 * -9.235869766393078 * (-9.235869766393078 * -9.235869766393078)) * (x0 * x0 * (x0 * x0) * (x1 * x1 * (x1 * x1))))))),9.0,43.0,3.0,5.0,2.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * (13.013840385282407 + log(abs(x1 * (x0 * (x1 * (x1 * x1 * (x0 * x0 * x0)) + 0.0012693067772458905)))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,117546.17154199514,1321.765625,2.0,163.0,5.0,2.0,33.0,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(448579.133503787 * x1 * (x0 * (x0 * x0 * x0 * (x1 * x1 * x1) + 0.0012693067772458905))))),na,0.0,0.0,False,False
kotanchek,203,SRjl,24,original,PySR,((x0 + -0.14626012317910758) * 3.3628776435387486 + -0.050504132883325455 + (x1 - x0 + (exp(x1) - -0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666,9.0,44.0,7.0,8.0,1.0,(3.3628776435387486 * (-0.1612782529586318 + x0) + (x1 - x0 + (exp(x1) + 0.6810625779422583 - x1) * -0.09649135468467125) * (x0 * 1.1635766746115828) + x1) / (exp(x0 * x0) + (exp(x1) + 3.3628776435387486 - x1)) * x1 / 1.3641929467844127 + 0.02765235981387666,long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,352.5,na,na,na,na,na,na,timeout,na,na,False,False
